anime_id,title,studio,promo_link,overal_rank,mean_score,avg_sentiment_score,positive_keywords,negative_keywords
1207,Wata no Kuni Hoshi,,,5306,7,,,
1209,Nasu: Andalusia no Natsu,Madhouse,,4675,7,0.1014,cycling,"glimpse, emotion, event"
1210,NHK ni Youkoso!,Gonzo,https://www.youtube.com/embed/QYLsjJ8RThQ?enablejsapi=1&wmode=opaque&autoplay=1,286,8,0.1044,"withdrawal, story, affects, music, characters","person, life, anime, pieces, response"
1212,Oban Star-Racers,HAL Film Maker,https://www.youtube.com/embed/ESSUoVpZP9c?enablejsapi=1&wmode=opaque&autoplay=1,1977,8,0.1959,"score, concept, character, aspirations, making","guy, idea"
1214,Binbou Shimai Monogatari,,,5238,7,,,
1215,Kidou Senshi Gundam SEED C.E. 73: Stargazer,,,3888,7,,,
1216,Boku wa Konomama Kaeranai,J.C.Staff,,12765,5,0.0390,"friends, copy","nudity, touch, jazz"
1217,Seikimatsu★Darling,Horannabi,,8390,6,0.2420,relationship,
1218,Tonagura!,,,6313,7,,,
1219,Chocotto Sister,Nomad,,5797,7,0.1341,"anime, story",
1220,Hoshizora Kiseki,,,11671,6,,,
1221,Demashita! Powerpuff Girls Z,,,7237,7,,,
1222,Bokura ga Ita,Artland,,3264,7,0.1247,"emotions, guy, friend, boy, boys","animes, characters, name, idea, scenes"
1223,Ame to Shoujo to Watashi no Tegami,add some,,11508,6,0.1899,"twist, message, quality, music",drawing
1224,Aquarian Age: Sign for Evolution,,,9981,6,,,
1225,3x3 Eyes: Seima Densetsu,,,4921,7,,,
1227,Shuten Douji,,,11727,6,,,
1230,Innocent Venus,,,5652,7,,,
1231,Saber Marionette J to X,,,3054,7,,,
1232,Saber Marionette R,,,7024,7,,,
1233,Aozora Shoujo-tai,,,7331,6,,,
1235,Ichitaka no Mousou Nikki,,,8239,6,,,
1236,SF Saiyuuki Starzinger,,,4690,7,,,
1237,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,,,3629,7,,,
1238,One Piece: Mamore! Saigo no Oobutai,,,2945,7,,,
1239,Bishoujo Senshi Sailor Moon SuperS,,,1536,8,,,
1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,,,1878,8,,,
1243,Night Head Genesis,,,6005,7,,,
1244,Ankoku Shindenshou Takegami,,,12289,6,,,
1246,Yuugo: Koushounin,,,4278,7,,,
1249,"Zone of the Enders: Dolores, I",,,4835,7,,,
1250,Erementar Gerad,Xebec,,3270,7,0.2104,"story, viewing, action, moments, colors","flow, ones, purpose, art, feeling"
1251,Fushigi no Umi no Nadia,Gainax,,2016,8,0.1669,"emotionality, animator, performer, run, nadia","tenancy, errors, story, anime"
1252,Fushigi no Umi no Nadia: Original Movie,,,13175,5,,,
1253,Saint Seiya: Meiou Hades Meikai-hen,,,1156,8,,,
1254,Saint Seiya,Toei Animation,https://www.youtube.com/embed/znQkHaf2Gg4?enablejsapi=1&wmode=opaque&autoplay=1,1164,8,0.1510,"arc, values, level, songs, soundtrack","gods, content, values, fights, stone"
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,,,597,8,,,
1259,Saint Seiya: Tenkai-hen Josou - Overture,,,3392,7,,,
1261,Kyattou Ninden Teyandee,,,4339,7,,,
1262,Macross II: Lovers Again,,,8577,6,,,
1264,Yoroiden Samurai Troopers,Sunrise,,4159,7,0.0428,"title, company, staff","music, experience, writing"
1266,Yoroiden Samurai Troopers Kikoutei Densetsu,,,7308,6,,,
1267,Yoroiden Samurai Troopers Message,Sunrise,,10713,6,0.1608,"action, word, reason",
1269,Bio Hunter,,,10440,6,,,
1276,Ys,,,7889,6,,,
1277,Ys: Tenkuu no Shinden - Adol Christine no Bouken,,,6770,7,,,
1279,Taiyou no Ko Esteban,,,1196,8,,,
1280,Mamono Hunter Youko,,,8915,6,,,
1281,Gakkou no Kaidan,Studio Pierrot,https://www.youtube.com/embed/jbXkfSG-rpg?enablejsapi=1&wmode=opaque&autoplay=1,1208,8,0.1187,"anime, tale, talent, share, comedy","anime, animes, dubbing, dub, decisions"
1285,Soukihei MD Geist,Zero-G Room,,12949,5,0.0371,"geist, share, anime, shit, piece","ass, dudes, title, anime, lazers"
1287,Odin: Koushi Hansen Starlight,,,13321,5,,,
1288,Kidou Keisatsu Patlabor,Studio Deen,https://www.youtube.com/embed/HHolkn-PKn4?enablejsapi=1&wmode=opaque&autoplay=1,3117,7,0.1952,"introduction, ways, sense, master, ending",episodes
1289,Kidou Keisatsu Patlabor: New OVA,,,1723,8,,,
1292,Afro Samurai,Gonzo,https://www.youtube.com/embed/yB8_cdvEGZM?enablejsapi=1&wmode=opaque&autoplay=1,2559,7,0.1273,"music, actors, anime, moments, chunk","anime, universe, story, monks, character"
1293,Urusei Yatsura,Studio Pierrot,,1319,8,0.1679,"anime, classics, story, fun, title","eye, fun"
1295,A-Ko The Versus,Studio Fantasia,,9038,6,0.0363,"scientist, friends, work","ko, scientist, characters, title"
1299,Flag,The Answer Studio,https://www.youtube.com/embed/2JlC-PNmVfw?enablejsapi=1&wmode=opaque&autoplay=1,3928,7,0.1667,"choice, example, animation, concept, proposition","department, truth, execution"
1300,Omishi Mahou Gekijou: Risky★Safety,,,6907,7,,,
1301,Ginga Tetsudou 999 (Movie),Toei Animation,https://www.youtube.com/embed/BJnFUJQIlHk?enablejsapi=1&wmode=opaque&autoplay=1,1902,8,0.1572,"story, cast, lessons, films","robot, lessons"
1302,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,Toei Animation,https://www.youtube.com/embed/TtXIX50Xp44?enablejsapi=1&wmode=opaque&autoplay=1,3140,7,0.1313,"sequel, heights, movie, sequels","spoilers, decision"
1303,The Animatrix,Madhouse,https://www.youtube.com/embed/94fPVqJqBGA?enablejsapi=1&wmode=opaque&autoplay=1,2903,7,0.1439,"minds, view, film, job, energy","third, story"
1311,Chobits Recap,,,4778,7,,,
1312,Chikyuu Bouei Kigyou Dai-Guard,,,4010,7,,,
1313,Digimon Adventure 02,Toei Animation,,3248,7,0.1496,"designs, kids, soundtrack, animation, background","moments, plotholes, reputations"
1314,DT Eightron,,,8696,6,,,
1316,Idaten Jump,Trans Arts,,2521,7,0.2329,"story, characters, villains, anime, sport",
1324,Earthian,,,10157,6,,,
1325,Hamelin no Violin Hiki,Studio Deen,,6982,7,0.0868,,
1335,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,,,3964,7,,,
1336,Kyoushoku Soukou Guyver II,,,4673,7,,,
1337,Dororon Enma-kun,,,8947,6,,,
1344,Eightman After,J.C.Staff,,9299,6,0.1624,"line, movie, plot, development, addition","theme, soundtrack, art, subplots"
1346,AD Police,AIC,,8773,6,0.0687,"adaptation, shift, kinks, frenzies, frustration","parts, scenes, lense"
1347,Bubblegum Crisis,AIC,,2925,7,0.1710,"anime, opening, scores, women, culture","corporation, robots"
1349,A.D. Police (TV),Plum,,10621,6,0.0495,"piece, observation, entry","exposition, anime, horror"
1350,Parasite Dolls,,,6925,7,,,
1351,Angel Cop,D.A.S.T Corporation,,9968,6,0.0787,"minds, example, slant, practice, anime","anime, sub, rant, rants, knife"
1352,Cyber City Oedo 808,Madhouse,https://www.youtube.com/embed/5KyI36DsdD0?enablejsapi=1&wmode=opaque&autoplay=1,3432,7,0.1465,"animation, story, guys, 80s, swearing","guys, criminals, dub, title, films"
1356,Hokuto no Ken 2,,,1759,8,,,
1357,Shin Hokuto no Ken,,,4816,7,,,
1358,Hokuto no Ken Movie,,,3425,7,,,
1361,Final Fantasy: The Spirits Within,,,8535,6,,,
1364,Meitantei Conan Movie 05: Tengoku e no Countdown,TMS Entertainment,,525,8,0.2782,"movie, movies, writing, moments",
1365,Meitantei Conan Movie 06: Baker Street no Bourei,TMS Entertainment,,304,8,0.1523,"movie, story, change, mysteries, character",inteligence
1370,Atama Yama,,,8151,6,,,
1371,Hi no Tori,,,4247,7,,,
1372,Taiho Shichau zo (TV),Studio Deen,https://www.youtube.com/embed/86G1cGR616k?enablejsapi=1&wmode=opaque&autoplay=1,1922,8,0.1663,"moment, anime","feeling, generic"
1374,Kyoushoku Soukou Guyver (2005),,,3358,7,,,
1375,Watashi no Ashinaga Ojisan,,,1326,8,,,
1376,Ojamajo Doremi Na-i-sho,,,1011,8,,,
1377,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,Azeta Pictures,,6132,7,0.0210,"designs, cgi",effort
1379,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,,,1262,8,,,
1380,Blue Gender: The Warrior,,,9116,6,,,
1382,Yuusha-Ou GaoGaiGar Final,,,553,8,,,
1384,Kyuuketsuhime Miyu,AIC,,4784,7,0.1925,"characters, anime, story, tipe, reason","voice, garbage"
1391,Future GPX Cyber Formula,,,2638,7,,,
1395,Future GPX Cyber Formula Sin,,,2124,7,,,
1397,Macross 7,,,3897,7,,,
1398,Macross Dynamite 7,,,5504,7,,,
1400,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,,,5030,7,,,
1409,IGPX: Immortal Grand Prix,Bee Train,,7244,7,0.1261,micro,characters
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,Production I.G,,3255,7,0.2545,"animation, soundtrack",
1412,Lupin III,Tokyo Movie Shinsha,,1563,8,0.1972,"anime, characters, scenes, pacing, mangaka","watching, genius, feel, mix"
1413,Lupin III: Alcatraz Connection,,,4485,7,,,
1415,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,,,5580,7,,,
1416,Lupin III: Dead or Alive,,,4030,7,,,
1417,Lupin III: Moeyo Zantetsuken!,,,4530,7,,,
1419,Lupin III: Kutabare! Nostradamus,,,2873,7,,,
1420,Lupin III: Russia yori Ai wo Komete,,,6558,7,,,
1422,Lupin III: $1 Money Wars,,,4049,7,,,
1423,Lupin III: Napoleon no Jisho wo Ubae,,,6737,7,,,
1425,Lupin III: Part II,Tokyo Movie Shinsha,,1148,8,0.1897,"lupin, marksman, spy, anime, episodes","sequence, figure"
1426,Lupin III: Part III,Tokyo Movie Shinsha,,2940,7,-0.0015,"case, stories, portrayals","rap, subtitles, changes, animation, stories"
1427,Lupin III: Ikiteita Majutsushi,,,11289,6,,,
1429,Lupin III: Nusumareta Lupin - Copycat wa Manatsu no Chou,,,4674,7,,,
1430,Lupin III: Cagliostro no Shiro,Tokyo Movie Shinsha,https://www.youtube.com/embed/wYGfRDmmba8?enablejsapi=1&wmode=opaque&autoplay=1,481,8,0.2688,"movie, thief, characters, lupin, feel","count, lengths, words, moments"
1433,Lupin III: Babylon no Ougon Densetsu,,,7659,6,,,
1434,Lupin III: Harimao no Zaihou wo Oe!!,,,5175,7,,,
1436,Lupin III: Twilight Gemini no Himitsu,,,5102,7,,,
1437,Lupin III: Honoo no Kioku - Tokyo Crisis,Tokyo Movie Shinsha,,3207,7,0.1886,"tale, damsel, specials, thief, films",
1441,Ginga Tetsudou no Yoru,Group TAC,https://www.youtube.com/embed/ffDVOidA6y4?enablejsapi=1&wmode=opaque&autoplay=1,2638,7,0.0892,"film, interest, landscape, warning, score","beauty, atmosphere, motherーwhich, yoru, night"
1442,Alexander Senki,Madhouse,,11323,6,0.0129,"anime, conqueror, names, art","anime, alexander, shows, title, memories"
1445,Mach GoGoGo,,,6108,7,,,
1448,Hyakujuu-Ou GoLion,,,5331,7,,,
1450,Brigadoon: Marin to Melan,Sunrise,,3430,7,0.1020,"pot, blender, anime, art, genre","robot, past, violence"
1452,The Samurai,,,10701,6,,,
1453,Maison Ikkoku,Studio Deen,https://www.youtube.com/embed/et7jnupRe7Y?enablejsapi=1&wmode=opaque&autoplay=1,424,8,0.1684,"widow, storytelling, comedy, story, love","shows, premise"
1454,Kemonozume,Madhouse,,2710,7,0.1434,"anime, story, amount, yuka, characters","monkeys, angle, sequence, heroine, head"
1455,Makai Tenshou,,,13283,5,,,
1456,L/R: Licensed by Royal,,,7844,6,,,
1457,Key the Metal Idol,Studio Pierrot,https://www.youtube.com/embed/_VAegEmR89c?enablejsapi=1&wmode=opaque&autoplay=1,5189,7,0.0995,"anime, music, storyline, friend, level","intelligence―as, gore, explanation, praise"
1458,Uchuu no Kishi Tekkaman,,,9034,6,,,
1459,Uchuu no Kishi Tekkaman Blade,Tatsunoko Production,,2345,7,0.1150,"pleasure, projects, animation, epic, development","character, aliens"
1462,Memories,Madhouse,https://www.youtube.com/embed/op8am32MWBg?enablejsapi=1&wmode=opaque&autoplay=1,1272,8,0.1769,"world, anime, pacing, cgi, animation","story, depiction, medication, magazine, pill"
1465,Hakaima Sadamitsu,,,5407,7,,,
1466,Hakugei Densetsu,Studio Junio,,6874,7,0.0969,"effect, blend, girl",tripulation
1469,Monster Farm: Enbanseki no Himitsu,,,5490,7,,,
1470,City Hunter,Sunrise,https://www.youtube.com/embed/VpYMunHzfws?enablejsapi=1&wmode=opaque&autoplay=1,833,8,0.1885,"woman, anime, marksman, sound, hit","idea, situations"
1471,City Hunter 2,,,581,8,,,
1472,City Hunter 3,,,1065,8,,,
1473,City Hunter '91,,,1212,8,,,
1482,D.Gray-man,TMS Entertainment,https://www.youtube.com/embed/MLsOM04Y7Qc?enablejsapi=1&wmode=opaque&autoplay=1,695,8,0.0970,"guys, job, premise, characters, animation","monsters, d.gray, side, ish, laugh"
1483,Master Keaton,,,1618,8,,,
1485,Akachan to Boku,,,1031,8,,,
1486,Kodomo no Omocha (TV),Gallop,https://www.youtube.com/embed/EEAmHlgY_AY?enablejsapi=1&wmode=opaque&autoplay=1,612,8,0.2436,"comedy, actor, plot, story, years","opening, moments"
1488,Area 88,Studio Pierrot,https://www.youtube.com/embed/zgEPsQvnmOs?enablejsapi=1&wmode=opaque&autoplay=1,2115,7,0.1870,"ova, story, friend, aircraft, girlfriend","effects, appeal, situation"
1490,Ginga Tetsudou Monogatari,,,4176,7,,,
1491,Ginga Tetsudou 999,Toei Animation,,1172,8,0.1033,"sense, world, boy, meatel, story","adventure, voice, styles, design, art"
1492,Project ARMS,TMS Entertainment,,4873,7,0.0605,,"score, organization"
1496,Fushigi no Kuni no Miyuki-chan,,,12028,6,,,
1497,Aru Machi Kado no Monogatari,,,6969,7,,,
1498,Black Blood Brothers,Group TAC,https://www.youtube.com/embed/0R3LBOc_dak?enablejsapi=1&wmode=opaque&autoplay=1,4103,7,0.1380,"scenes, vampire, up, cliffhangers, ways","organizations, anime"
1502,Mahou Shoujo Pretty Sammy (1996),AIC,,5919,7,0.2541,"girl, deeds, world, tropes",
1506,Meitantei Conan Movie 10: Tantei-tachi no Requiem,,,654,8,,,
1508,Sci-Fi Harry,,,9352,6,,,
1509,Mamotte! Lollipop,,,6579,7,,,
1514,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,,,4828,7,,,
1516,Kirarin☆Revolution,SynergySP,,4044,7,0.1899,"anime, groups, interference, designs, tunes",cute
1517,Silent Möbius,,,5611,7,,,
1519,Black Lagoon: The Second Barrage,Madhouse,https://www.youtube.com/embed/-KgtNdG_zfE?enablejsapi=1&wmode=opaque&autoplay=1,461,8,0.0650,"conclusion, reason, backround, story, opening","lines, stories, episodes, babes, world"
1520,Black Jack,Tezuka Productions,,1283,8,0.1459,"introduction, figure, art, score, anime","feats, amounts"
1524,Fuujin Monogatari,Production I.G,,3419,7,0.1713,"job, score, feet, amounts, friends",
1526,Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,,,2748,7,,,
1527,Pokemon: Senritsu no Mirage Pokemon,,,7190,7,,,
1530,Kanon (2006),Kyoto Animation,https://www.youtube.com/embed/KCXq37YLik4?enablejsapi=1&wmode=opaque&autoplay=1,779,8,0.1111,"anime, storyline, animes, shows, sequences","stories, tale, words, storyline, chain"
1532,Suki na Mono wa Suki Dakara Shou ga Nai!!,,,6508,7,,,
1533,Ai Tenshi Densetsu Wedding Peach,,,5786,7,,,
1534,Futari wa Precure: Splash☆Star,,,3518,7,,,
1535,Death Note,Madhouse,https://www.youtube.com/embed/Vt_3c8BgxV4?enablejsapi=1&wmode=opaque&autoplay=1,95,9,0.2629,"anime, student, reasons, detective, moments",protagonist
1536,Busou Renkin,Xebec,,2993,7,0.2327,"anime, ones, characters, battles, variety","turn, scenes"
1538,Pumpkin Scissors,,,3732,7,,,
1541,Souten no Ken,APPP,,6141,7,0.0268,ideas,
1542,Brain Powerd,,,9142,6,,,
1543,Yoake Mae yori Ruriiro na: Crescent Love,,,4151,7,,,
1544,Super Robot Taisen OG The Animation,,,6647,7,,,
1548,Shin Taketori Monogatari: 1000-nen Joou,Toei Animation,,3982,7,,,
1549,1000-nen Joou: Queen Millennia,,,5784,7,,,
1550,Attack No.1,Tokyo Movie Shinsha,,5688,7,0.1120,"player, team","moments, manga"
1553,Queen Emeraldas,,,5432,7,,,
1554,Asatte no Houkou.,,,4442,7,,,
1555,Tokimeki Memorial: Only Love,,,4433,7,,,
1556,Kikoushi Enma,,,4462,7,,,
1557,Shounen Onmyouji,Studio Deen,,1919,8,0.2395,"anime, features, grandfather, relationships, well",effects
1559,Shijou Saikyou no Deshi Kenichi,TMS Entertainment,https://www.youtube.com/embed/IZeFGHH7xWE?enablejsapi=1&wmode=opaque&autoplay=1,644,8,0.1380,"anime, balance, laugh, episode, cast","ly, voice, anime, moments, relationship"
1561,Lovedol: Lovely Idol,,,9607,6,,,
1562,Yamato Nadeshiko Shichihenge♥,Nippon Animation,https://www.youtube.com/embed/VJhIshF_daw?enablejsapi=1&wmode=opaque&autoplay=1,1322,8,0.2018,"story, looking, situations, female, idea","girl, art, pulps, escapades, voice"
1563,Magic Knight Rayearth II,TMS Entertainment,,2074,7,0.1949,"story, knights, sequel, idea, view","ending, cultures"
1564,Pokemon Advanced Generation,OLM,,3807,7,0.1934,"episodes, franchise, serie, characters, soundtrack","episodes, feeling, season, filler, teams"
1565,Pokemon Diamond & Pearl,OLM,,2879,7,0.1938,"anime, rivalry, story, aspect, pokemon","views, diamond"
1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,Production I.G,,544,8,0.1325,"set, copies, hits","plots, complex"
1567,Kaitou Saint Tail,TMS Entertainment,https://www.youtube.com/embed/asunwZv-i_8?enablejsapi=1&wmode=opaque&autoplay=1,1837,8,0.2651,"cops, tricks, graphics, couples, good",oldie
1568,Sumomomo Momomo: Chijou Saikyou no Yome,Studio Hibari,,5370,7,0.1370,"job, jokes, artist, combination, anime","ending, jokes, drama"
1569,Otome wa Boku ni Koishiteru,,,4477,7,,,
1570,Happiness!,,,8267,6,,,
1571,Ghost Hunt,J.C.Staff,https://www.youtube.com/embed/i39YnrNdkcI?enablejsapi=1&wmode=opaque&autoplay=1,1220,8,0.1308,"character, asset, interactions, points, experience","scenes, weirdos"
1572,Jungle Taitei,,,6733,7,,,
1573,Kishin Douji Zenki,,,4613,7,,,
1574,Get Ride! AMDriver,,,8706,6,,,
1575,Code Geass: Hangyaku no Lelouch,Sunrise,,64,9,0.1603,"anime, visuals, program, productions, talents","animation, feel, rebel, writing, characterizations"
1576,Bakumatsu Kikansetsu Irohanihoheto,Sunrise,,4101,7,0.1781,"scenario, battles, change, portrayal, aspect",animation
1577,Taiho Shichau zo,Studio Deen,,2156,7,0.1794,"amount, detail, year, moments, sakuga","story, episodes, blushing, stares, tension"
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,,,5424,7,,,
1579,Kiniro no Corda: Primo Passo,Yumeta Company,,2448,7,0.2027,"anime, violin, music, pieces, shows","piece, anime"
1581,Gift: Eternal Rainbow,,,6962,7,,,
1583,009-1,,,9040,6,,,
1586,Aoi Umi no Tristia,,,12173,6,,,
1587,Tenpou Ibun: Ayakashi Ayashi,Bones,,5207,7,0.0950,"ride, adults, factor",backstory
1588,Mamoru-kun ni Megami no Shukufuku wo!,,,4470,7,,,
1589,Bartender,Palm Studio,,2779,7,0.1875,"times, environment, anime, example, tracks","afraid, souls, drivel, customers"
1590,Legendz: Yomigaeru Ryuuou Densetsu,,,2806,7,,,
1591,Kujibiki♥Unbalance,,,8910,6,,,
1592,Hataraki Man,Gallop,,4579,7,0.0785,"woman, portrayal",woman
1593,Azumanga Web Daiou,,,5895,7,,,
1594,Jigoku Shoujo Futakomori,,,908,8,,,
1596,Arcade Gamer Fubuki,,,13133,5,,,
1597,Panyo Panyo Di Gi Charat,,,6360,7,,,
1598,Casshern: Robot Hunter,,,8433,6,,,
1600,Galaxy Angel Rune,Satelight,,8948,6,0.1486,characters,school
1601,Red Garden,,,4410,7,,,
1602,Soukou no Strain,,,4498,7,,,
1603,Super Robot Taisen OG: Divine Wars,,,5613,7,,,
1604,Katekyou Hitman Reborn!,Artland,https://www.youtube.com/embed/hOgAuJgKZuc?enablejsapi=1&wmode=opaque&autoplay=1,518,8,0.0498,"anime, reviews, family, example, integration","protagonist, baby, revolting, information, shonen"
1606,Kekkaishi,Sunrise,https://www.youtube.com/embed/xht0MY1Tjnk?enablejsapi=1&wmode=opaque&autoplay=1,1674,8,0.2073,"story, anime, friend, potential, execution","l, scenes"
1607,Venus Versus Virus,,,8332,6,,,
1608,Salaryman Kintarou,,,2278,7,,,
1609,Mai-Otome Zwei,,,3288,7,,,
1611,Galerians: Rion,add some,,12820,5,-0.0639,,
1614,Captain Tsubasa: Road to 2002,,,2171,7,,,
1618,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),,,7015,7,,,
1620,Maps,,,11471,6,,,
1623,G-On Riders,Shaft,,11395,6,0.0167,,
1626,Genma Taisen,,,13252,5,,,
1628,Maou Dante,,,10394,6,,,
1629,Devilman Lady,,,6627,7,,,
1637,Kaze to Ki no Uta Sanctus: Sei Naru Kana,Triangle Staff,,5188,7,0.1734,"work, anime, yaoi, classic","anime, ova"
1638,Peter Pan no Bouken,,,5650,7,,,
1640,Angel's Feather,Venet,,12751,5,0.1054,"art, anime, ai, painters, background","oav, idea"
1642,Sugar Sugar Rune,Studio Pierrot,,2032,8,0.1831,"anime, friends, pierre, chants, spells","mahou, feeling, music, assessment"
1647,Kakugo no Susume,,,13820,5,,,
1650,Uchuu Senkan Yamato,Group TAC,,1874,8,0.1473,"drama, tactics, events, writing, job","humans, up, quest"
1651,Uchuu Senkan Yamato 2,,,2482,7,,,
1652,Uchuu Senkan Yamato III,,,4501,7,,,
1654,Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,,,5745,7,,,
1655,Nerima Daikon Brothers,,,3124,7,,,
1657,Byston Well Monogatari: Garzey no Tsubasa,,,14182,4,,,
1658,Karakuri no Kimi,,,7252,7,,,
1659,Mai-Otome Specials,,,4861,7,,,
1660,Kurogane Communication,,,6372,7,,,
1661,Cutie Honey,Toei Animation,,7894,6,0.1422,"characters, lead, amount, girls, sense","organisation, organization, anime, honey"
1662,Space Fantasia 2001 Nights,,,9099,6,,,
1663,Haha wo Tazunete Sanzenri,,,2181,7,,,
1664,Babel Nisei (2001),,,11944,6,,,
1665,Babel Nisei (OVA),,,11187,6,,,
1668,Bakuten Shoot Beyblade G Revolution,Nippon Animation,,4568,7,0.2212,moments,guys
1669,Bakuten Shoot Beyblade 2002,Nippon Animation,,5789,7,0.0716,"butt, looking","failure, song"
1670,Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,,,6242,7,,,
1671,Soreyuke! Uchuu Senkan Yamamoto Youko II,,,8667,6,,,
1674,Captain Tsubasa J,,,2995,7,,,
1675,Chou Robot Seimeitai Transformers Micron Densetsu,Actas,,5315,7,0.0390,cast,format
1676,Cosmo Warrior Zero,,,7128,7,,,
1678,Cyborg 009: The Cyborg Soldier,Japan Vistec,,3246,7,0.1424,"story, villain, mix, hero, qualities","ghost, shows, news, themes"
1681,Brave Story,,,2490,7,,,
1682,Baldr Force Exe Resolution,,,8059,6,,,
1683,Di Gi Charat Nyo,,,4239,7,,,
1684,Dotto Koni-chan,Shaft,,2928,7,0.2668,culture,
1686,Bleach Movie 1: Memories of Nobody,,,2295,7,,,
1688,Nanatsu-iro★Drops,,,4597,7,,,
1689,Byousoku 5 Centimeter,CoMix Wave Films,https://www.youtube.com/embed/1X95eE2fwuc?enablejsapi=1&wmode=opaque&autoplay=1,1821,8,0.1103,"landscapes, anime, job, animation, decision","hour, reality, churn, opera, masterpiece"
1690,Bokura no,Gonzo,https://www.youtube.com/embed/laFq2ANWlXc?enablejsapi=1&wmode=opaque&autoplay=1,1659,8,0.0910,"story, ones, fights, job, anime","battles, parts, flair, don‘t, plot"
1691,Kaze no Stigma,,,3712,7,,,
1692,_Summer,,,12312,6,,,
1693,Reideen,,,7194,7,,,
1694,iDOLM@STER Xenoglossia,Sunrise,https://www.youtube.com/embed/ZNOFc8sX1co?enablejsapi=1&wmode=opaque&autoplay=1,7559,6,0.1829,"lack, game, anime",
1695,Les Misérables: Shoujo Cosette,,,844,8,,,
1696,Murder Princess,,,4719,7,,,
1698,Nodame Cantabile,J.C.Staff,,348,8,0.1500,"music, characters, score, share, stories","hands, selection, memories, name, mindset"
1699,Romeo x Juliet,,,1735,8,,,
1701,Boku no Marie,,,8691,6,,,
1703,Tokyo Tribe 2,,,6515,7,,,
1704,Eat-Man,,,8232,6,,,
1705,Genma Taisen: Shinwa Zenya no Shou,,,13673,5,,,
1706,Gun Frontier,,,7139,7,,,
1707,Kinnikuman II Sei,,,4854,7,,,
1709,Pokemon: Mewtwo! Ware wa Koko ni Ari,OLM,,4136,7,0.2282,"continuation, pokémon, villain, ending",special
1710,Rockman.EXE,,,4896,7,,,
1711,Ryuusei Sentai Musumet,,,10202,6,,,
1718,Winter Garden,,,7118,7,,,
1719,Rozen Maiden: Ouvertüre,,,1311,8,,,
1720,To Heart 2 OVA,,,5375,7,,,
1721,Hitohira,,,5987,7,,,
1722,Nagasarete Airantou,feel.,https://www.youtube.com/embed/efKCSJzk63A?enablejsapi=1&wmode=opaque&autoplay=1,3385,7,0.1265,"anime, girls, parts, manga, drama","girl, attempt, characters, accident, fun"
1723,Clannad Movie,,,3246,7,,,
1724,Saint October,,,7496,6,,,
1725,Keitai Shoujo,,,13292,5,,,
1726,Devil May Cry,Madhouse,https://www.youtube.com/embed/zYcqLNrohA4?enablejsapi=1&wmode=opaque&autoplay=1,4704,7,0.0791,"anime, job, kickery, videogame, story","nonsense, monsters, film, movie, wishes"
1727,Shinkyoku Soukai Polyphonica,Ginga Ya,,5590,7,0.1171,"music, job, sound","job, characters, toys"
1728,Super GALS! Kotobuki Ran,Studio Pierrot,https://www.youtube.com/embed/4Nva9KDxaVQ?enablejsapi=1&wmode=opaque&autoplay=1,2421,7,0.2293,"gal, deals, karma, friends, anime","title, doers, story"
1729,Maria-sama ga Miteru 3rd,,,1122,8,,,
1731,Tales of Symphonia The Animation: Sylvarant-hen,ufotable,,3840,7,0.1297,"anime, amount, games, characters, villains","story, ova"
1735,Naruto: Shippuuden,Studio Pierrot,https://www.youtube.com/embed/1dy2zPPrKD0?enablejsapi=1&wmode=opaque&autoplay=1,318,8,0.1534,"anime, animes, characters, potential, addition","shounen, amount, taste, kid, number"
1737,Uchuu Senshi Baldios,,,7417,6,,,
1738,Muteki Kanban Musume,Telecom Animation Film,,4183,7,0.2203,"nya, girl",
1739,Shibawanko no Wa no Kokoro,,,14779,0,,,
1740,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,,,13533,5,,,
1742,Souryuuden,Kitty Film Mitaka Studio,,7499,6,0.1684,"atmosphere, oldskool, power",people
1744,Wagamama☆Fairy Mirumo de Pon!,Studio Hibari,,2905,7,0.1297,animes,
1745,Wild 7 Another Bouryaku Unga,,,13493,5,,,
1747,Freedom,Sunrise,,2636,7,0.2204,plot,
1748,Piyoko ni Omakase pyo!,,,6829,7,,,
1755,Di Gi Charat Ohanami Special,,,5800,7,,,
